28.7967,16.0021,0.1982,27.7004,22.011,40.092,81.8828,g
31.6036,11.7235,0.3773,26.2722,23.8238,6.3609,205.261,g
162.052,136.031,0.0187,116.741,-64.858,76.96,256.788,g
23.8172,9.5728,0.3922,27.2107,-6.4633,10.449,116.737,g
75.1362,30.9205,0.1832,-5.5277,28.5525,4.648,356.462,g
51.624,21.1502,0.134,50.8761,43.1887,3.613,238.098,g
48.2468,17.3565,0.1515,8.573,38.0957,4.792,219.087,g
26.7897,13.7595,0.2174,29.6339,20.456,0.812,237.134,g
96.2327,46.5165,0.039,110.355,85.0486,4.854,248.226,g
46.7619,15.1993,0.1913,24.7548,43.8771,7.875,102.251,g
62.7766,29.9104,0.1261,-33.9065,57.5848,9.9144,323.094,g
18.8562,16.46,0.2933,25.1269,-6.5401,11.461,162.848,g
45.6321,22.71,0.1215,-18.3986,-20.6427,0.3822,178.255,g
33.1818,12.4655,0.2412,-17.0341,-22.0762,41.929,41.3816,g
60.458,33.1061,0.2464,14.3,-33.8765,8.292,372.568,g
29.4741,22.4581,0.174,18.1242,22.7035,48.0364,214.126,g
36.1741,17.6865,0.1591,-4.7746,-18.9697,0.254,191.455,g
46.2915,16.0328,0.192,49.9706,33.3653,38.707,75.5234,g
46.0588,18.787,0.1504,49.2704,34.1066,8.686,180.783,g
44.7394,15.6364,0.1715,14.043,37.2246,3.251,221.806,g
91.6423,71.8818,0.043,-56.7107,72.3016,16.622,285.414,g
86.0486,21.8287,0.1662,-58.7854,57.8212,2.005,302.553,g
90.5299,17.8721,0.108,-57.417,84.6189,2.039,272.038,g
20.3836,9.0462,0.3894,22.27,12.9487,43.0032,66.1667,g
87.2384,27.935,0.1806,-18.2102,66.6867,4.4265,342.504,g
107.338,29.1356,0.0683,-47.1175,89.5136,3.312,293.781,g
27.2304,19.2817,0.2039,23.0406,23.3428,77.5379,104.283,g
26.7065,18.907,0.2214,9.1616,18.6858,26.881,63.7637,g
23.5647,9.9926,0.3364,30.0056,-13.8665,26.5328,185.189,g
34.7486,19.2286,0.1984,30.3637,-16.3092,1.521,109.445,g
50.4829,25.9699,0.1133,32.1193,39.0162,22.471,141.601,g
87.4217,26.7866,0.1761,10.4779,68.3446,0.3647,371.79,g
34.9205,15.9621,0.1762,15.8025,11.8249,9.59,154.712,g
28.6609,19.1223,0.1894,-10.3243,-23.1846,20.7574,199.059,g
75.2057,31.6833,0.0997,-58.1243,43.08,1.5926,282.915,g
84.61,36.4657,0.0714,54.4505,86.0228,17.575,258.597,g
45.6094,20.8103,0.1162,-0.5056,37.7755,4.25,165.582,g
37.742,24.3346,0.1508,5.998,34.4104,24.216,131.601,g
38.1817,15.9235,0.1662,10.1326,26.1095,2.572,177.008,g
73.6263,35.582,0.1333,-48.0377,42.6119,4.471,372.317,g
63.3453,24.3855,0.1375,-48.6381,-19.4147,0.64,291.553,g
16.7608,11.3962,0.3291,-0.8645,5.0177,62.618,169.688,g
27.6746,18.9149,0.2224,30.937,20.242,19.3719,223.241,g
13.2617,10.7145,0.4096,14.7178,2.4666,68.604,107.851,g
61.6463,21.171,0.1086,54.8329,52.4882,4.2131,234.581,g
18.6533,15.1674,0.337,-4.2971,16.0316,4.7998,55.7509,g
38.1627,25.1091,0.1279,37.2749,22.8564,5.5119,188.124,g
12.974,10.9058,0.4704,13.7506,-6.2434,42.2408,168.245,g
63.2886,26.427,0.1273,-27.3566,54.6506,0.9753,302.897,g
24.999,14.6867,0.2332,5.8044,19.2386,9.862,174.003,g
35.9913,19.4494,0.1801,-34.0069,-25.3956,0.2425,175.99,g
44.0846,23.0143,0.0994,25.9525,-35.1309,16.119,210.596,g
65.3574,22.3483,0.1601,-89.2907,-31.2444,4.874,272.68,g
43.7724,20.353,0.141,32.9358,38.4208,16.25,273.837,g
33.4858,15.0766,0.1891,33.3189,19.1818,12.9506,169.066,g
92.8723,25.685,0.1619,-25.5033,51.797,7.7301,304.585,g
19.6562,9.7376,0.3266,-24.0292,-9.836,63.03,118.341,g
96.8578,39.4755,0.0679,-59.0369,66.0291,3.8107,340.996,g
95.5207,34.5134,0.0543,21.1988,88.912,0.084,260.879,g
22.7945,14.8676,0.294,-8.7481,-20.3785,6.7835,110.258,g
66.7336,24.94,0.0889,27.3604,67.0539,9.941,223.912,g
45.0172,18.4512,0.167,-10.746,-37.5851,8.718,178.647,g
99.6416,13.5477,0.1996,48.7119,92.2613,74.5664,57.7231,g
20.8112,7.1717,0.3558,-1.5465,8.9641,85.103,235.951,g
96.3755,31.3902,0.1376,-34.801,61.0636,9.782,307.321,g
30.3331,14.9817,0.2416,-32.2094,-20.1641,0.9075,74.5242,g
20.9491,7.0366,0.3935,-22.9802,-12.1656,40.656,146.512,g
49.6143,28.1482,0.089,44.0893,26.0127,0.67,150.761,g
26.9766,9.7238,0.2395,-12.3167,16.287,3.675,197.338,g
29.817,19.8364,0.239,10.0066,23.9409,15.9328,222.184,g
23.0242,13.2275,0.2326,-25.6063,-10.429,33.4008,210.819,g
66.1331,25.9259,0.075,42.2957,50.5528,11.5159,160.519,g
34.9502,16.0121,0.1644,-12.5192,11.1413,17.6684,201.404,g
23.6353,11.4736,0.4085,-15.6487,-18.8315,43.565,194.384,g
20.4754,15.7636,0.2148,2.48,-10.4986,13.8089,55.4986,g
59.7337,17.0227,0.1895,51.0255,54.5868,5.094,217.856,g
22.6397,10.2608,0.3156,23.4366,18.6537,14.3756,251.28,g
92.937,22.1354,0.1937,18.6509,48.5227,3.497,358.99,g
86.5636,36.8235,0.0809,-24.0564,60.9768,2.643,306.55,g
39.3737,12.0817,0.1615,18.1724,13.6391,3.7449,201.01,g
41.2629,20.9786,0.1626,23.2559,43.3331,7.6147,219.077,g
89.8648,33.6384,0.0805,22.0971,98.5182,3.689,158.618,g
24.999,17.775,0.2453,-16.3719,-25.5307,81.8671,120.263,g
19.5793,14.6976,0.2824,-6.8054,17.3916,13.17,130.918,g
21.8344,6.832,0.3531,25.981,-0.1704,35.4993,95.7374,g
87.5837,33.3742,0.0667,99.2131,75.0174,2.428,255.315,g
53.7339,15.4395,0.2955,-45.8108,-40.3603,1.886,32.6827,g
34.889,19.6402,0.2534,29.9825,29.1531,8.376,227.336,g
41.0677,16.2578,0.1812,47.4405,37.9125,17.671,213.317,g
60.0261,12.245,0.1433,3.5656,55.2047,1.3841,230.089,g
70.0322,30.2255,0.0929,-66.4032,48.4611,2.936,294.746,g
74.5714,23.0735,0.1627,-36.5281,63.076,4.029,363.489,g
77.9219,31.8209,0.1232,-2.4392,58.1668,0.2442,327.992,g
39.1755,26.3821,0.2005,-38.1241,25.4219,6.4974,299.173,g
18.1607,10.4502,0.3289,1.7266,-7.66,43.3661,147.236,g
25.4762,12.0898,0.2303,7.0323,15.7982,24.847,193.349,g
23.4494,16.2843,0.2655,-8.8017,-15.9867,83.8081,235.203,g
32.0586,15.6976,0.2037,-2.3114,-17.7455,12.1807,193.794,g
18.4475,11.7563,0.4051,-0.0948,-6.5384,69.2291,219.394,g
41.4001,25.658,0.1023,39.265,30.5051,0.6344,91.228,g
92.5854,11.2825,0.1923,-68.649,-48.92,2.5099,293.081,g
29.3424,16.1814,0.165,-51.8263,23.7665,39.189,168.084,g
47.8275,18.509,0.1603,28.7838,-29.0817,4.798,159.704,g
73.2547,19.5552,0.1939,-44.1258,34.5939,23.149,282.616,g
26.0862,12.5473,0.2354,16.3451,14.9018,4.1527,183.852,g
94.2369,17.6341,0.1612,-97.071,50.552,1.854,302.219,g
38.1089,15.08,0.2126,-21.4336,-29.3931,13.741,154.264,g
33.5874,17.46,0.2134,-49.0296,-7.6514,25.657,166.95,g
50.8293,20.0939,0.1236,38.7703,41.463,3.6565,189.155,g
25.0275,12.8142,0.3078,-12.5331,-8.9993,65.2451,72.7386,g
26.8928,17.7678,0.2357,-1.6706,-8.159,23.821,109.02,g
28.0883,6.8084,0.3174,-7.7092,-17.4113,27.549,146.596,g
35.8144,12.3164,0.214,17.8018,20.673,23.123,142.372,g
29.3108,14.6309,0.2223,6.1452,-19.1932,24.109,69.2467,g
19.6419,0.0,0.571,-0.5678,5.2697,34.817,182.016,g
23.6924,8.8987,0.4543,23.9812,14.1032,27.014,128.707,g
27.4888,18.5665,0.1854,2.8405,6.1522,23.5868,188.636,g
117.749,33.2446,0.0806,98.9071,129.932,2.582,188.983,g
26.8971,19.2128,0.1655,-12.9068,4.6154,41.065,152.596,g
13.1994,10.8032,0.4209,-14.5262,1.8356,54.0277,181.817,g
25.1576,12.8638,0.236,-24.1639,11.1073,47.777,149.657,g
18.2028,15.8708,0.2945,18.9639,18.329,2.5957,48.9988,g
70.6584,19.8319,0.1334,-96.9809,52.5046,0.45,288.263,g
101.703,39.5491,0.077,-157.872,70.4115,4.0677,327.251,g
58.1232,23.5601,0.0922,-49.22,-33.4621,20.194,94.0063,g
20.7445,17.3249,0.2446,11.7553,17.0726,25.7775,91.6373,g
56.2418,16.5703,0.1103,71.8585,39.648,1.574,250.91,g
70.2768,24.5132,0.0651,83.3498,48.9676,2.9261,233.617,g
81.2317,32.2546,0.0893,35.5667,66.9446,4.155,295.38,g
32.7059,17.1981,0.2142,46.6935,13.1053,40.3711,99.7447,g
42.3725,20.2021,0.1343,-4.4911,26.362,0.6925,182.477,g
80.3994,14.9183,0.1581,36.0787,76.0508,5.066,272.617,g
25.5688,19.0735,0.422,16.7068,25.194,74.308,316.47,g
16.9286,11.2814,0.3314,-1.2345,5.8021,18.5125,190.039,g
18.8734,17.772,0.2579,-14.6576,-16.9343,17.1286,114.938,g
34.1619,21.2966,0.1554,-4.6579,-11.6112,11.6079,163.722,g
30.0005,21.6966,0.1857,23.3297,17.6318,27.943,151.522,g
41.3848,32.4617,0.1889,-20.4985,28.2927,9.628,308.373,g
25.2228,13.6075,0.2939,-12.181,-12.8844,66.649,78.9436,g
21.6891,10.3849,0.2923,5.8526,-17.6826,1.5485,232.154,g
20.5839,12.8876,0.2648,12.5054,12.7741,26.586,199.96,g
25.2091,10.6551,0.3006,10.6071,21.1038,41.563,147.489,g
35.7062,13.2892,0.329,-32.1031,-25.7479,1.2543,201.751,g
62.6886,22.612,0.1084,-100.913,-25.4533,3.121,229.768,g
19.7366,7.3095,0.4109,-3.5091,10.3719,24.7838,173.073,g
48.4695,18.1279,0.1177,19.6222,46.8981,6.955,203.072,g
22.5702,0.0,0.4021,5.3609,-15.2145,80.3449,210.833,g
18.249,10.4383,0.3156,22.8063,10.1469,15.8259,159.544,g
28.4148,13.01,0.4409,28.2765,20.1871,13.6965,136.651,g
47.6,13.413,0.1497,41.1158,33.8544,2.608,178.462,g
33.3528,17.6866,0.275,15.898,27.6711,8.709,196.918,g
97.794,26.8347,0.077,29.7042,95.3544,3.2128,256.435,g
13.1155,10.1083,0.5238,12.3051,7.4928,58.845,166.287,g
52.8479,21.5505,0.2054,-53.2694,27.9502,6.087,309.622,g
40.6097,20.5874,0.1219,-5.5945,16.0028,0.774,233.346,g
65.6069,33.6033,0.073,-84.0021,43.5019,0.7567,246.341,g
63.8128,26.2233,0.1088,44.5465,46.5522,1.919,284.652,g
22.5539,9.7776,0.2888,-4.0544,16.5945,9.215,236.65,g
59.817,14.838,0.1678,-110.45,53.9825,5.235,289.536,g
27.1044,9.7779,0.3145,-12.2606,-14.8614,29.844,225.566,g
21.776,12.7202,0.3722,8.4346,15.5208,22.3655,120.076,g
20.6454,6.839,0.4545,20.3461,14.9016,2.7533,175.992,g
91.6174,39.9496,0.0406,-105.167,83.687,3.0094,256.828,g
60.8598,18.7033,0.1378,42.4917,33.7518,4.182,146.803,g
35.577,15.0526,0.2202,15.679,14.3568,2.0711,225.707,g
31.6173,24.2115,0.1268,-23.7309,2.8864,22.951,157.613,g
85.9355,29.9215,0.1735,-44.0508,-20.0659,4.7597,335.983,g
20.0777,12.6181,0.2939,14.1429,15.066,36.457,132.889,g
59.6124,30.8693,0.1113,26.7671,54.7397,1.1057,264.642,g
72.969,19.2006,0.1537,-47.3236,42.1489,4.087,291.175,g
20.7154,7.1982,0.3618,1.5153,-8.8118,88.4999,189.577,g
23.807,10.0712,0.3184,7.3563,16.856,10.378,216.895,g
24.38,17.4654,0.3087,17.1472,19.777,0.8652,256.869,g
36.5237,15.3246,0.2176,-57.2893,29.2074,12.715,109.517,g
19.0154,12.8813,0.4264,8.3826,17.2241,58.903,174.401,g
23.8915,12.8584,0.3173,-19.4911,-14.9193,6.2472,131.247,g
82.3156,17.9964,0.2464,-55.8407,-62.4659,10.08,288.194,g
72.8104,14.3361,0.1607,-54.9261,58.5437,0.644,286.265,g
20.4525,7.2419,0.3754,2.1721,-9.6562,9.1256,159.126,g
23.6179,20.0571,0.3739,-1.574,-15.0956,47.786,86.2468,g
80.0169,29.9756,0.0898,20.4369,24.4273,4.142,228.254,g
20.7779,7.1383,0.3693,-23.7708,-10.7906,28.79,177.459,g
37.3516,16.8653,0.2093,4.4937,31.5053,1.713,184.572,g
25.0056,16.7048,0.2308,10.5704,18.3557,4.2353,169.08,g
42.1289,16.1025,0.1704,-37.9885,-22.3351,12.9801,220.713,g
24.3343,14.9489,0.1991,16.4085,14.006,10.288,125.972,g
17.8912,15.0832,0.3818,1.5604,11.248,44.74,225.809,g
21.6327,17.2218,0.2246,7.9688,9.6019,10.615,186.555,g
60.7883,27.5272,0.1201,88.6317,-19.3902,5.097,237.768,g
78.6493,34.0613,0.0568,82.1473,66.0231,3.227,161.776,g
84.2741,33.3225,0.0635,43.638,73.8035,3.7714,260.378,g
77.5343,18.8832,0.1436,46.2902,94.0484,1.892,213.191,g
20.5321,15.3265,0.2582,21.9631,14.7728,44.9,207.691,g
33.7616,14.4511,0.2096,39.2425,30.9736,32.377,140.921,g
68.0121,27.6698,0.1576,-14.268,44.4184,3.9746,313.967,g
23.1657,12.7022,0.2982,18.2871,9.4278,82.0505,193.769,g
42.1441,13.7346,0.1966,31.7383,19.1549,1.7038,228.537,g
36.079,13.2636,0.2317,37.1098,-17.1724,26.3559,147.636,g
74.3456,37.459,0.0801,59.8813,83.1157,31.553,211.97,g
101.424,41.0631,0.0421,78.3723,90.4413,6.1992,265.012,g
43.1994,17.501,0.1431,44.9467,40.3342,7.6914,154.427,g
61.6933,18.0011,0.1449,47.4507,38.9838,2.926,234.109,g
23.2114,18.431,0.2195,22.8049,22.652,2.8462,51.4993,g
25.2455,19.0726,0.1863,13.6337,11.1564,81.6368,229.061,g
78.2002,23.1372,0.1212,57.955,86.1356,12.616,217.965,g
31.5256,7.4577,0.3837,33.1918,21.022,10.2785,189.48,g
57.1656,19.9402,0.1,11.2262,44.4537,12.267,247.114,g
26.3353,16.2775,0.1793,-30.4934,-15.3203,27.835,194.042,g
45.8894,15.7069,0.2059,-48.0214,22.4139,1.7371,227.008,g
39.2192,14.1085,0.2306,36.9605,31.7324,9.1923,225.515,g
52.221,12.2973,0.3125,-25.0167,-41.2341,5.096,185.44,g
23.1587,0.0046,0.3875,25.3507,15.0322,61.5621,147.73,g
19.7592,12.1812,0.2989,3.6595,-11.2892,18.354,182.91,g
32.5377,19.6957,0.1762,25.8408,21.2875,27.297,136.814,g
23.153,21.0028,0.2006,28.0575,19.6679,27.621,78.7331,g
36.9017,24.9234,0.0977,-2.4734,-13.2831,1.9727,135.037,g
29.1556,12.5696,0.27,-9.3565,21.4041,1.925,216.048,g
